edge index,traverse frequency,avg traverse time(s),geometry,points sequence
212,7,15.0,"LINESTRING (-8.6532736 41.1485143, -8.6533216 41.1485592)","[[-8.6532736, 41.1485143], [-8.6533216, 41.1485592]]"
209,4,15.0,"LINESTRING (-8.6533216 41.1485592, -8.6533717 41.1485907, -8.6534247 41.1486223, -8.6535073 41.1486591, -8.6535923 41.1486828, -8.6536978 41.1486999, -8.6538142 41.1486997, -8.6539219 41.1486928, -8.6540582 41.1486712)","[[-8.6533216, 41.1485592], [-8.6533717, 41.1485907], [-8.6534247, 41.1486223], [-8.6535073, 41.1486591], [-8.6535923, 41.1486828], [-8.6536978, 41.1486999], [-8.6538142, 41.1486997], [-8.6539219, 41.1486928], [-8.6540582, 41.1486712]]"
210,5,15.0,"LINESTRING (-8.6540582 41.1486712, -8.6543225 41.1485299, -8.6546585 41.1483626, -8.6548132 41.1482725)","[[-8.6540582, 41.1486712], [-8.6543225, 41.1485299], [-8.6546585, 41.1483626], [-8.6548132, 41.1482725]]"
204,5,25.0,"LINESTRING (-8.6548132 41.1482725, -8.6569311 41.1471744, -8.6572993 41.1469892, -8.6573759 41.1469515, -8.6574912 41.1468946, -8.6576554 41.146818, -8.6577292 41.1467905, -8.657799 41.1467692, -8.6579063 41.146743, -8.6579989 41.1467268, -8.6581121 41.1467168, -8.6582303 41.1467149, -8.6583382 41.1467208, -8.6584521 41.1467397, -8.659417 41.1469197, -8.6598079 41.1469926, -8.6600044 41.1470301, -8.6601342 41.1470633, -8.6602784 41.1471101, -8.6608455 41.1473201, -8.6609756 41.1473655, -8.6611871 41.1474374, -8.6613495 41.147489)","[[-8.6548132, 41.1482725], [-8.6569311, 41.1471744], [-8.6572993, 41.1469892], [-8.6573759, 41.1469515], [-8.6574912, 41.1468946], [-8.6576554, 41.146818], [-8.6577292, 41.1467905], [-8.657799, 41.1467692], [-8.6579063, 41.146743], [-8.6579989, 41.1467268], [-8.6581121, 41.1467168], [-8.6582303, 41.1467149], [-8.6583382, 41.1467208], [-8.6584521, 41.1467397], [-8.659417, 41.1469197], [-8.6598079, 41.1469926], [-8.6600044, 41.1470301], [-8.6601342, 41.1470633], [-8.6602784, 41.1471101], [-8.6608455, 41.1473201], [-8.6609756, 41.1473655], [-8.6611871, 41.1474374], [-8.6613495, 41.147489]]"
206,5,30.0,"LINESTRING (-8.6613495 41.147489, -8.6615751 41.1475381, -8.6619995 41.1476228, -8.6624184 41.1476993, -8.6627407 41.147759, -8.6639677 41.147991, -8.6641943 41.148032, -8.6643599 41.1480569, -8.6645727 41.1480737, -8.6647376 41.1480713, -8.6648953 41.1480622, -8.6649932 41.1480487, -8.6650766 41.1480324)","[[-8.6613495, 41.147489], [-8.6615751, 41.1475381], [-8.6619995, 41.1476228], [-8.6624184, 41.1476993], [-8.6627407, 41.147759], [-8.6639677, 41.147991], [-8.6641943, 41.148032], [-8.6643599, 41.1480569], [-8.6645727, 41.1480737], [-8.6647376, 41.1480713], [-8.6648953, 41.1480622], [-8.6649932, 41.1480487], [-8.6650766, 41.1480324]]"
9479,3,15.0,"LINESTRING (-8.6650766 41.1480324, -8.6651975 41.1480041, -8.665302 41.1479725)","[[-8.6650766, 41.1480324], [-8.6651975, 41.1480041], [-8.665302, 41.1479725]]"
9482,3,15.0,"LINESTRING (-8.665302 41.1479725, -8.6654911 41.147906)","[[-8.665302, 41.1479725], [-8.6654911, 41.147906]]"
3689,3,15.0,"LINESTRING (-8.6654911 41.147906, -8.6659544 41.1477082)","[[-8.6654911, 41.147906], [-8.6659544, 41.1477082]]"
3742,3,15.0,"LINESTRING (-8.6659544 41.1477082, -8.666168 41.1476147, -8.6662942 41.1475622)","[[-8.6659544, 41.1477082], [-8.666168, 41.1476147], [-8.6662942, 41.1475622]]"
3744,3,15.0,"LINESTRING (-8.6662942 41.1475622, -8.6665207 41.1474656, -8.6666022 41.1474331, -8.6667107 41.1473956, -8.6667772 41.1473818, -8.6668534 41.1473734, -8.6669278 41.1473722, -8.667001 41.1473762, -8.667027 41.1473802)","[[-8.6662942, 41.1475622], [-8.6665207, 41.1474656], [-8.6666022, 41.1474331], [-8.6667107, 41.1473956], [-8.6667772, 41.1473818], [-8.6668534, 41.1473734], [-8.6669278, 41.1473722], [-8.667001, 41.1473762], [-8.667027, 41.1473802]]"
3779,3,15.0,"LINESTRING (-8.667027 41.1473802, -8.667088 41.1473933, -8.6671272 41.1474029)","[[-8.667027, 41.1473802], [-8.667088, 41.1473933], [-8.6671272, 41.1474029]]"
9694,3,15.0,"LINESTRING (-8.6671272 41.1474029, -8.6673538 41.1474946, -8.6675192 41.1475601, -8.6679734 41.147739)","[[-8.6671272, 41.1474029], [-8.6673538, 41.1474946], [-8.6675192, 41.1475601], [-8.6679734, 41.147739]]"
3782,3,15.0,"LINESTRING (-8.6679734 41.147739, -8.668147 41.1478105)","[[-8.6679734, 41.147739], [-8.668147, 41.1478105]]"
10171,38,22.24137931034483,"LINESTRING (-8.5861596 41.148988, -8.5863159 41.1490081, -8.5863379 41.1490083, -8.5863598 41.1490059, -8.5863747 41.1490024)","[[-8.5861596, 41.148988], [-8.5863159, 41.1490081], [-8.5863379, 41.1490083], [-8.5863598, 41.1490059], [-8.5863747, 41.1490024]]"
10172,40,19.13793103448276,"LINESTRING (-8.5863747 41.1490024, -8.5863983 41.148995, -8.5864206 41.1489834, -8.5864348 41.1489693, -8.5864456 41.1489512)","[[-8.5863747, 41.1490024], [-8.5863983, 41.148995], [-8.5864206, 41.1489834], [-8.5864348, 41.1489693], [-8.5864456, 41.1489512]]"
5652,32,24.5,"LINESTRING (-8.5864456 41.1489512, -8.5866098 41.1489861, -8.5870095 41.1490909, -8.5873993 41.149197, -8.5878734 41.1493258, -8.5880469 41.1493729)","[[-8.5864456, 41.1489512], [-8.5866098, 41.1489861], [-8.5870095, 41.1490909], [-8.5873993, 41.149197], [-8.5878734, 41.1493258], [-8.5880469, 41.1493729]]"
7224,16,15.0,"LINESTRING (-8.5880469 41.1493729, -8.5882762 41.1494296, -8.5887554 41.1495594, -8.589723 41.1498214, -8.5897892 41.1498392)","[[-8.5880469, 41.1493729], [-8.5882762, 41.1494296], [-8.5887554, 41.1495594], [-8.589723, 41.1498214], [-8.5897892, 41.1498392]]"
7226,16,15.0,"LINESTRING (-8.5897892 41.1498392, -8.5899249 41.1498756, -8.5902558 41.149964)","[[-8.5897892, 41.1498392], [-8.5899249, 41.1498756], [-8.5902558, 41.149964]]"
7222,16,15.0,"LINESTRING (-8.5902558 41.149964, -8.5909309 41.1501429, -8.5910934 41.1501858, -8.5912461 41.1502291)","[[-8.5902558, 41.149964], [-8.5909309, 41.1501429], [-8.5910934, 41.1501858], [-8.5912461, 41.1502291]]"
7228,16,18.75,"LINESTRING (-8.5912461 41.1502291, -8.5913732 41.1502631, -8.5921685 41.1504798, -8.5929369 41.1506849)","[[-8.5912461, 41.1502291], [-8.5913732, 41.1502631], [-8.5921685, 41.1504798], [-8.5929369, 41.1506849]]"
9128,16,31.875,"LINESTRING (-8.5929369 41.1506849, -8.5934144 41.1508113, -8.5934877 41.1508609, -8.5935271 41.1509182, -8.5935685 41.1509726)","[[-8.5929369, 41.1506849], [-8.5934144, 41.1508113], [-8.5934877, 41.1508609], [-8.5935271, 41.1509182], [-8.5935685, 41.1509726]]"
2165,8,15.0,"LINESTRING (-8.5935685 41.1509726, -8.5936802 41.1509804, -8.5937884 41.1509696, -8.5939176 41.1509457, -8.5939706 41.1509363, -8.5940123 41.1509383, -8.5940529 41.1509464, -8.5941003 41.1509839, -8.5942464 41.1510727)","[[-8.5935685, 41.1509726], [-8.5936802, 41.1509804], [-8.5937884, 41.1509696], [-8.5939176, 41.1509457], [-8.5939706, 41.1509363], [-8.5940123, 41.1509383], [-8.5940529, 41.1509464], [-8.5941003, 41.1509839], [-8.5942464, 41.1510727]]"
4623,7,15.0,"LINESTRING (-8.5972305 41.1536778, -8.5972441 41.1536755, -8.5973298 41.153664, -8.5974899 41.1536426, -8.5978336 41.1535961)","[[-8.5972305, 41.1536778], [-8.5972441, 41.1536755], [-8.5973298, 41.153664], [-8.5974899, 41.1536426], [-8.5978336, 41.1535961]]"
10208,7,15.0,"LINESTRING (-8.5978336 41.1535961, -8.5980909 41.1535613, -8.5989075 41.1534507, -8.5995283 41.1533461, -8.5995901 41.1533314, -8.5996388 41.153313, -8.5997196 41.1532952)","[[-8.5978336, 41.1535961], [-8.5980909, 41.1535613], [-8.5989075, 41.1534507], [-8.5995283, 41.1533461], [-8.5995901, 41.1533314], [-8.5996388, 41.153313], [-8.5997196, 41.1532952]]"
7307,1,15.0,"LINESTRING (-8.600005 41.1516924, -8.5996381 41.1516581, -8.5995146 41.1517815, -8.5993202 41.1520206, -8.5992805 41.152065, -8.599258 41.1520852, -8.5992234 41.1521085)","[[-8.600005, 41.1516924], [-8.5996381, 41.1516581], [-8.5995146, 41.1517815], [-8.5993202, 41.1520206], [-8.5992805, 41.152065], [-8.599258, 41.1520852], [-8.5992234, 41.1521085]]"
7309,1,,"LINESTRING (-8.5992234 41.1521085, -8.5988448 41.1520336)","[[-8.5992234, 41.1521085], [-8.5988448, 41.1520336]]"
7320,1,,"LINESTRING (-8.5988448 41.1520336, -8.5985214 41.1519706)","[[-8.5988448, 41.1520336], [-8.5985214, 41.1519706]]"
7334,1,,"LINESTRING (-8.5985214 41.1519706, -8.5979564 41.1518627, -8.5979252 41.15186, -8.5978966 41.1518622, -8.5978707 41.1518737, -8.5978486 41.1518937, -8.5978296 41.1519149, -8.5978102 41.1519406, -8.5974865 41.152491, -8.5974466 41.1525745)","[[-8.5985214, 41.1519706], [-8.5979564, 41.1518627], [-8.5979252, 41.15186], [-8.5978966, 41.1518622], [-8.5978707, 41.1518737], [-8.5978486, 41.1518937], [-8.5978296, 41.1519149], [-8.5978102, 41.1519406], [-8.5974865, 41.152491], [-8.5974466, 41.1525745]]"
10174,6,15.0,"LINESTRING (-8.596255 41.1535299, -8.5961963 41.1536289, -8.596085 41.153838, -8.5960501 41.1538981, -8.5959725 41.1540314, -8.5957198 41.1544699)","[[-8.596255, 41.1535299], [-8.5961963, 41.1536289], [-8.596085, 41.153838], [-8.5960501, 41.1538981], [-8.5959725, 41.1540314], [-8.5957198, 41.1544699]]"
817,5,18.0,"LINESTRING (-8.6193259 41.1562894, -8.6193023 41.1562088, -8.6191649 41.155516)","[[-8.6193259, 41.1562894], [-8.6193023, 41.1562088], [-8.6191649, 41.155516]]"
1709,1,60.0,"LINESTRING (-8.6191649 41.155516, -8.6208326 41.1559418)","[[-8.6191649, 41.155516], [-8.6208326, 41.1559418]]"
3169,13,15.0,"LINESTRING (-8.6211012 41.161111, -8.6210694 41.1613323)","[[-8.6211012, 41.161111], [-8.6210694, 41.1613323]]"
911,5,15.0,"LINESTRING (-8.6210694 41.1613323, -8.6210575 41.161417, -8.6210441 41.1615126, -8.6210419 41.1615281, -8.6210226 41.1616539, -8.6209476 41.1622085)","[[-8.6210694, 41.1613323], [-8.6210575, 41.161417], [-8.6210441, 41.1615126], [-8.6210419, 41.1615281], [-8.6210226, 41.1616539], [-8.6209476, 41.1622085]]"
3273,5,15.0,"LINESTRING (-8.6209476 41.1622085, -8.6208599 41.1627307)","[[-8.6209476, 41.1622085], [-8.6208599, 41.1627307]]"
540,8,30.0,"LINESTRING (-8.6208599 41.1627307, -8.6208134 41.1630926, -8.6207882 41.1632888, -8.6207181 41.1637891, -8.6207018 41.1639052)","[[-8.6208599, 41.1627307], [-8.6208134, 41.1630926], [-8.6207882, 41.1632888], [-8.6207181, 41.1637891], [-8.6207018, 41.1639052]]"
445,23,15.0,"LINESTRING (-8.6207018 41.1639052, -8.6208799 41.163926, -8.621681 41.1640198, -8.6216938 41.1640213, -8.6224174 41.1641061)","[[-8.6207018, 41.1639052], [-8.6208799, 41.163926], [-8.621681, 41.1640198], [-8.6216938, 41.1640213], [-8.6224174, 41.1641061]]"
9558,26,16.764705882352942,"LINESTRING (-8.6224174 41.1641061, -8.6232099 41.1642131)","[[-8.6224174, 41.1641061], [-8.6232099, 41.1642131]]"
1963,25,21.5625,"LINESTRING (-8.6232099 41.1642131, -8.6241466 41.1643387, -8.624683 41.1644009, -8.624854 41.1644207)","[[-8.6232099, 41.1642131], [-8.6241466, 41.1643387], [-8.624683, 41.1644009], [-8.624854, 41.1644207]]"
5653,8,15.0,"LINESTRING (-8.5864456 41.1489512, -8.5864503 41.1489317, -8.5864497 41.1489182, -8.5864453 41.148902, -8.5864356 41.1488872, -8.5864228 41.1488718, -8.5864011 41.1488604)","[[-8.5864456, 41.1489512], [-8.5864503, 41.1489317], [-8.5864497, 41.1489182], [-8.5864453, 41.148902], [-8.5864356, 41.1488872], [-8.5864228, 41.1488718], [-8.5864011, 41.1488604]]"
7223,16,15.0,"LINESTRING (-8.5880469 41.1493729, -8.5880796 41.1492922)","[[-8.5880469, 41.1493729], [-8.5880796, 41.1492922]]"
1982,16,16.07142857142857,"LINESTRING (-8.5880796 41.1492922, -8.5881147 41.1492217, -8.5890619 41.1472145, -8.5890573 41.1471405)","[[-8.5880796, 41.1492922], [-8.5881147, 41.1492217], [-8.5890619, 41.1472145], [-8.5890573, 41.1471405]]"
1986,19,15.0,"LINESTRING (-8.5890573 41.1471405, -8.5888755 41.1471648, -8.5881509 41.147219)","[[-8.5890573, 41.1471405], [-8.5888755, 41.1471648], [-8.5881509, 41.147219]]"
1083,19,15.0,"LINESTRING (-8.5881509 41.147219, -8.5875243 41.1472707)","[[-8.5881509, 41.147219], [-8.5875243, 41.1472707]]"
6433,14,15.0,"LINESTRING (-8.5875243 41.1472707, -8.587444 41.1472743, -8.5871956 41.1472849, -8.5871437 41.1472802)","[[-8.5875243, 41.1472707], [-8.587444, 41.1472743], [-8.5871956, 41.1472849], [-8.5871437, 41.1472802]]"
10261,14,15.0,"LINESTRING (-8.5871437 41.1472802, -8.5870529 41.147268)","[[-8.5871437, 41.1472802], [-8.5870529, 41.147268]]"
10262,21,21.923076923076923,"LINESTRING (-8.5870529 41.147268, -8.5870236 41.1472599, -8.5863682 41.1470717)","[[-8.5870529, 41.147268], [-8.5870236, 41.1472599], [-8.5863682, 41.1470717]]"
10265,14,15.0,"LINESTRING (-8.5863682 41.1470717, -8.5861908 41.1470183, -8.5859271 41.1469329)","[[-8.5863682, 41.1470717], [-8.5861908, 41.1470183], [-8.5859271, 41.1469329]]"
4746,14,15.0,"LINESTRING (-8.5859271 41.1469329, -8.5857242 41.1468673, -8.5853 41.1467312, -8.5852391 41.1467115, -8.5851449 41.1466842)","[[-8.5859271, 41.1469329], [-8.5857242, 41.1468673], [-8.5853, 41.1467312], [-8.5852391, 41.1467115], [-8.5851449, 41.1466842]]"
2170,14,15.0,"LINESTRING (-8.5851449 41.1466842, -8.585038 41.146652, -8.5845681 41.1465039, -8.584487 41.1464784, -8.5844684 41.1464629, -8.584321 41.1463301)","[[-8.5851449, 41.1466842], [-8.585038, 41.146652], [-8.5845681, 41.1465039], [-8.584487, 41.1464784], [-8.5844684, 41.1464629], [-8.584321, 41.1463301]]"
4695,14,15.0,"LINESTRING (-8.584321 41.1463301, -8.5840423 41.1460739)","[[-8.584321, 41.1463301], [-8.5840423, 41.1460739]]"
1081,14,15.0,"LINESTRING (-8.5840423 41.1460739, -8.5839703 41.1460098, -8.5836603 41.145734, -8.5831024 41.145214, -8.5829522 41.1450613, -8.5829239 41.1450409, -8.5828936 41.1450227, -8.582858 41.1450084, -8.5819911 41.1447985, -8.5819419 41.1447902, -8.5819051 41.1447884, -8.5818733 41.1447905, -8.5818415 41.1447946, -8.5816395 41.1448463, -8.5810022 41.1450097, -8.5799695 41.1452738, -8.5799278 41.1452896, -8.5798928 41.1453065, -8.5798469 41.1453339, -8.5797857 41.1453786, -8.5797346 41.1454254, -8.5796917 41.1454936, -8.5796527 41.1455662)","[[-8.5840423, 41.1460739], [-8.5839703, 41.1460098], [-8.5836603, 41.145734], [-8.5831024, 41.145214], [-8.5829522, 41.1450613], [-8.5829239, 41.1450409], [-8.5828936, 41.1450227], [-8.582858, 41.1450084], [-8.5819911, 41.1447985], [-8.5819419, 41.1447902], [-8.5819051, 41.1447884], [-8.5818733, 41.1447905], [-8.5818415, 41.1447946], [-8.5816395, 41.1448463], [-8.5810022, 41.1450097], [-8.5799695, 41.1452738], [-8.5799278, 41.1452896], [-8.5798928, 41.1453065], [-8.5798469, 41.1453339], [-8.5797857, 41.1453786], [-8.5797346, 41.1454254], [-8.5796917, 41.1454936], [-8.5796527, 41.1455662]]"
407,13,15.0,"LINESTRING (-8.5796527 41.1455662, -8.5795565 41.1456959, -8.5795346 41.1457259, -8.579488 41.1457852, -8.579458 41.1458129, -8.5794226 41.1458304, -8.5793258 41.1458821)","[[-8.5796527, 41.1455662], [-8.5795565, 41.1456959], [-8.5795346, 41.1457259], [-8.579488, 41.1457852], [-8.579458, 41.1458129], [-8.5794226, 41.1458304], [-8.5793258, 41.1458821]]"
399,13,15.0,"LINESTRING (-8.5793258 41.1458821, -8.5792467 41.1458496, -8.5791579 41.1458378)","[[-8.5793258, 41.1458821], [-8.5792467, 41.1458496], [-8.5791579, 41.1458378]]"
401,13,15.0,"LINESTRING (-8.5791579 41.1458378, -8.57907 41.1458477, -8.5789907 41.145878, -8.5789281 41.1459255, -8.5788885 41.1459854, -8.5788761 41.1460517)","[[-8.5791579, 41.1458378], [-8.57907, 41.1458477], [-8.5789907, 41.145878], [-8.5789281, 41.1459255], [-8.5788885, 41.1459854], [-8.5788761, 41.1460517]]"
4806,15,15.0,"LINESTRING (-8.5806624 41.1524734, -8.5813717 41.1530643, -8.5816206 41.1532953, -8.5820675 41.1537938, -8.5823795 41.1542129, -8.5825049 41.154423, -8.5825527 41.154503, -8.5827743 41.1549681, -8.5829026 41.1553812, -8.5829867 41.1557646, -8.5830305 41.1562057, -8.5829972 41.1567719)","[[-8.5806624, 41.1524734], [-8.5813717, 41.1530643], [-8.5816206, 41.1532953], [-8.5820675, 41.1537938], [-8.5823795, 41.1542129], [-8.5825049, 41.154423], [-8.5825527, 41.154503], [-8.5827743, 41.1549681], [-8.5829026, 41.1553812], [-8.5829867, 41.1557646], [-8.5830305, 41.1562057], [-8.5829972, 41.1567719]]"
2198,16,15.0,"LINESTRING (-8.5829972 41.1567719, -8.5829935 41.1568186, -8.582961 41.1570886, -8.5828769 41.1573646, -8.5827037 41.1579484, -8.5822802 41.1589945, -8.5815853 41.1607831, -8.5811627 41.1618709, -8.58109 41.1622017, -8.5810741 41.1624297, -8.5810576 41.1626066)","[[-8.5829972, 41.1567719], [-8.5829935, 41.1568186], [-8.582961, 41.1570886], [-8.5828769, 41.1573646], [-8.5827037, 41.1579484], [-8.5822802, 41.1589945], [-8.5815853, 41.1607831], [-8.5811627, 41.1618709], [-8.58109, 41.1622017], [-8.5810741, 41.1624297], [-8.5810576, 41.1626066]]"
9,16,15.9375,"LINESTRING (-8.5810576 41.1626066, -8.5810984 41.1628018, -8.5811456 41.1630178, -8.5812089 41.1631812, -8.5812642 41.1632991, -8.5814151 41.1636211, -8.582343 41.1653233)","[[-8.5810576, 41.1626066], [-8.5810984, 41.1628018], [-8.5811456, 41.1630178], [-8.5812089, 41.1631812], [-8.5812642, 41.1632991], [-8.5814151, 41.1636211], [-8.582343, 41.1653233]]"
6824,24,20.454545454545453,"LINESTRING (-8.582343 41.1653233, -8.5824273 41.1654555, -8.5825444 41.1656138, -8.5826629 41.1657495, -8.5829899 41.1660386, -8.5832291 41.1662014, -8.5834845 41.1663369, -8.5837023 41.1664426, -8.5839559 41.1665326, -8.5842183 41.1666003, -8.5844267 41.1666436, -8.5846407 41.1666679, -8.5852095 41.1667019, -8.5854133 41.1667133, -8.5858513 41.166753, -8.5862343 41.1668255, -8.5866687 41.1669663)","[[-8.582343, 41.1653233], [-8.5824273, 41.1654555], [-8.5825444, 41.1656138], [-8.5826629, 41.1657495], [-8.5829899, 41.1660386], [-8.5832291, 41.1662014], [-8.5834845, 41.1663369], [-8.5837023, 41.1664426], [-8.5839559, 41.1665326], [-8.5842183, 41.1666003], [-8.5844267, 41.1666436], [-8.5846407, 41.1666679], [-8.5852095, 41.1667019], [-8.5854133, 41.1667133], [-8.5858513, 41.166753], [-8.5862343, 41.1668255], [-8.5866687, 41.1669663]]"
819,24,15.0,"LINESTRING (-8.5866687 41.1669663, -8.587283 41.1672781, -8.5877846 41.1675652, -8.5885046 41.1679634)","[[-8.5866687, 41.1669663], [-8.587283, 41.1672781], [-8.5877846, 41.1675652], [-8.5885046, 41.1679634]]"
8255,23,15.0,"LINESTRING (-8.5885046 41.1679634, -8.5894417 41.1684971, -8.589606 41.1685955)","[[-8.5885046, 41.1679634], [-8.5894417, 41.1684971], [-8.589606, 41.1685955]]"
8253,33,15.517241379310345,"LINESTRING (-8.589606 41.1685955, -8.589698 41.1686506, -8.589868 41.1687524, -8.5900944 41.168888, -8.590448 41.1691013, -8.5912283 41.1695912, -8.5920643 41.1701295, -8.5935435 41.1711232, -8.5938865 41.1713532)","[[-8.589606, 41.1685955], [-8.589698, 41.1686506], [-8.589868, 41.1687524], [-8.5900944, 41.168888], [-8.590448, 41.1691013], [-8.5912283, 41.1695912], [-8.5920643, 41.1701295], [-8.5935435, 41.1711232], [-8.5938865, 41.1713532]]"
128,33,16.551724137931036,"LINESTRING (-8.5938865 41.1713532, -8.5942438 41.1715311, -8.5945238 41.1716668, -8.5948342 41.1717775, -8.595151 41.1718512, -8.5953139 41.1718772, -8.5954794 41.1718939, -8.5958202 41.1719027, -8.59615 41.1718873, -8.5962995 41.1718764, -8.5964826 41.171863, -8.5967824 41.1718256, -8.5970968 41.1717841)","[[-8.5938865, 41.1713532], [-8.5942438, 41.1715311], [-8.5945238, 41.1716668], [-8.5948342, 41.1717775], [-8.595151, 41.1718512], [-8.5953139, 41.1718772], [-8.5954794, 41.1718939], [-8.5958202, 41.1719027], [-8.59615, 41.1718873], [-8.5962995, 41.1718764], [-8.5964826, 41.171863], [-8.5967824, 41.1718256], [-8.5970968, 41.1717841]]"
129,33,15.517241379310345,"LINESTRING (-8.5970968 41.1717841, -8.5972761 41.1717442, -8.5976502 41.1716611, -8.5984665 41.171497, -8.5990121 41.1713899, -8.5996552 41.17129, -8.5999122 41.1712674, -8.6002377 41.1712524, -8.6002844 41.1712502, -8.6005164 41.1712527, -8.6008317 41.1712629)","[[-8.5970968, 41.1717841], [-8.5972761, 41.1717442], [-8.5976502, 41.1716611], [-8.5984665, 41.171497], [-8.5990121, 41.1713899], [-8.5996552, 41.17129], [-8.5999122, 41.1712674], [-8.6002377, 41.1712524], [-8.6002844, 41.1712502], [-8.6005164, 41.1712527], [-8.6008317, 41.1712629]]"
8260,19,17.8125,"LINESTRING (-8.6008317 41.1712629, -8.6011021 41.1712852, -8.6016702 41.1713354, -8.6042285 41.1716221, -8.6049898 41.1717481, -8.6056059 41.1719238, -8.6061885 41.1721669, -8.606783 41.1725125, -8.6074554 41.1730101)","[[-8.6008317, 41.1712629], [-8.6011021, 41.1712852], [-8.6016702, 41.1713354], [-8.6042285, 41.1716221], [-8.6049898, 41.1717481], [-8.6056059, 41.1719238], [-8.6061885, 41.1721669], [-8.606783, 41.1725125], [-8.6074554, 41.1730101]]"
624,34,15.555555555555555,"LINESTRING (-8.6074554 41.1730101, -8.6078997 41.1733305, -8.6081998 41.1735412, -8.6084982 41.1736919, -8.6089263 41.1738898, -8.609499 41.1740919, -8.6099284 41.1742146, -8.6103207 41.1742979)","[[-8.6074554, 41.1730101], [-8.6078997, 41.1733305], [-8.6081998, 41.1735412], [-8.6084982, 41.1736919], [-8.6089263, 41.1738898], [-8.609499, 41.1740919], [-8.6099284, 41.1742146], [-8.6103207, 41.1742979]]"
8002,31,18.6,"LINESTRING (-8.6103207 41.1742979, -8.6107979 41.1743949, -8.6112672 41.1744427, -8.611287 41.1744444, -8.6117132 41.1744814, -8.6122292 41.17453, -8.6127432 41.1745525, -8.6131776 41.1745528, -8.6136101 41.1745334, -8.614069 41.1744758, -8.6144257 41.1744224, -8.6157169 41.1742046, -8.6170546 41.17402, -8.6182415 41.1738966, -8.6186796 41.1738557)","[[-8.6103207, 41.1742979], [-8.6107979, 41.1743949], [-8.6112672, 41.1744427], [-8.611287, 41.1744444], [-8.6117132, 41.1744814], [-8.6122292, 41.17453], [-8.6127432, 41.1745525], [-8.6131776, 41.1745528], [-8.6136101, 41.1745334], [-8.614069, 41.1744758], [-8.6144257, 41.1744224], [-8.6157169, 41.1742046], [-8.6170546, 41.17402], [-8.6182415, 41.1738966], [-8.6186796, 41.1738557]]"
